id,name,card_type,mana,colors,oracle_text,power,toughness,is_commander,is_partner,token_pools,starting_pile,image,background_image,background_color,back_image
693da13a-49af-4f7e-b247-36b454fb31a0,Chromatic Lantern,Artifact,{3},,"Lands you control have ""{T}: Add one mana of any color.""
{T}: Add one mana of any color.",,,false,false,,deck,https://cards.scryfall.io/normal/front/6/9/693da13a-49af-4f7e-b247-36b454fb31a0.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
e516bc14-749c-4da6-b5d3-cb5c16316e0c,Mirage Mirror,Artifact,{3},,"{2}: This artifact becomes a copy of target artifact, creature, enchantment, or land until end of turn.",,,false,false,,deck,https://cards.scryfall.io/normal/front/e/5/e516bc14-749c-4da6-b5d3-cb5c16316e0c.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
369e6485-fbc7-45f9-ac9d-2e26dd94f2d5,Canopy Vista,Land,,,"({T}: Add {G} or {W}.)
This land enters tapped unless you control two or more basic lands.",,,false,false,,deck,https://cards.scryfall.io/normal/front/3/6/369e6485-fbc7-45f9-ac9d-2e26dd94f2d5.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
ec93087a-5728-40e8-8625-a1d175d5252c,Cinder Glade,Land,,,"({T}: Add {R} or {G}.)
This land enters tapped unless you control two or more basic lands.",,,false,false,,deck,https://cards.scryfall.io/normal/front/e/c/ec93087a-5728-40e8-8625-a1d175d5252c.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
4a7f7767-1959-4812-8654-0a22634096b1,Clifftop Retreat,Land,,,"This land enters tapped unless you control a Mountain or a Plains.
{T}: Add {R} or {W}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/4/a/4a7f7767-1959-4812-8654-0a22634096b1.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
8853ff94-bf44-4cfd-9d3a-0743c361fb0d,Exotic Orchard,Land,,,{T}: Add one mana of any color that a land an opponent controls could produce.,,,false,false,,deck,https://cards.scryfall.io/normal/front/8/8/8853ff94-bf44-4cfd-9d3a-0743c361fb0d.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
62ef854d-ec9e-443d-a4ba-4b2875ed3fe7,Fabled Passage,Land,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Then if you control four or more lands, untap that land.",,,false,false,,deck,https://cards.scryfall.io/normal/front/6/2/62ef854d-ec9e-443d-a4ba-4b2875ed3fe7.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
d673a2d5-0c61-48dc-8c8d-06f0c7b6b8bf,Glacial Fortress,Land,,,"This land enters tapped unless you control a Plains or an Island.
{T}: Add {W} or {U}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/d/6/d673a2d5-0c61-48dc-8c8d-06f0c7b6b8bf.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
892451a1-5527-4857-84f8-62028d147489,Hinterland Harbor,Land,,,"This land enters tapped unless you control a Forest or an Island.
{T}: Add {G} or {U}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/8/9/892451a1-5527-4857-84f8-62028d147489.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
b2e133b4-2263-4ac2-8d16-7bf307d5e104,Prairie Stream,Land,,,"({T}: Add {W} or {U}.)
This land enters tapped unless you control two or more basic lands.",,,false,false,,deck,https://cards.scryfall.io/normal/front/b/2/b2e133b4-2263-4ac2-8d16-7bf307d5e104.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
81b619cc-900c-4d65-83da-8b9dcb370984,Radiant Summit,Land,,,"({T}: Add {R} or {W}.)
This land enters tapped unless you control two or more basic lands.",,,false,false,,deck,https://cards.scryfall.io/normal/front/8/1/81b619cc-900c-4d65-83da-8b9dcb370984.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
c4565a7b-a0ed-4a7f-ad48-7745c56d141b,Rejuvenating Springs,Land,,,"This land enters tapped unless you have two or more opponents.
{T}: Add {G} or {U}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/c/4/c4565a7b-a0ed-4a7f-ad48-7745c56d141b.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
42d174e5-b8c2-45eb-8e08-1b94fc27cbee,Rootbound Crag,Land,,,"This land enters tapped unless you control a Mountain or a Forest.
{T}: Add {R} or {G}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/4/2/42d174e5-b8c2-45eb-8e08-1b94fc27cbee.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
43abdfba-0a55-4b8a-858e-3372ee40a579,Scorched Geyser,Land,,,"({T}: Add {U} or {R}.)
This land enters tapped unless you control two or more basic lands.",,,false,false,,deck,https://cards.scryfall.io/normal/front/4/3/43abdfba-0a55-4b8a-858e-3372ee40a579.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
0a451ab5-6244-48a0-a638-07da72b156b5,Sodden Verdure,Land,,,"({T}: Add {G} or {U}.)
This land enters tapped unless you control two or more basic lands.",,,false,false,,deck,https://cards.scryfall.io/normal/front/0/a/0a451ab5-6244-48a0-a638-07da72b156b5.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
c762f475-7e58-4477-839b-b3c55434b88f,Sulfur Falls,Land,,,"This land enters tapped unless you control an Island or a Mountain.
{T}: Add {U} or {R}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/c/7/c762f475-7e58-4477-839b-b3c55434b88f.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
a81f924b-0527-4311-8120-9bfff71524f6,Terramorphic Expanse,Land,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/a/8/a81f924b-0527-4311-8120-9bfff71524f6.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
e86ccaf7-9686-415f-b1e1-3d574fbdf34b,Annie Joins Up,Enchantment,{1}{R}{G}{W},WhiteGreenRed,"When Annie Joins Up enters, it deals 5 damage to target creature or planeswalker an opponent controls.
If a triggered ability of a legendary creature you control triggers, that ability triggers an additional time.",,,false,false,,deck,https://cards.scryfall.io/normal/front/e/8/e86ccaf7-9686-415f-b1e1-3d574fbdf34b.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
b61634ae-05be-4b56-8ebb-9d4ade902e42,Lightning Greaves,Artifact,{2},,"Equipped creature has haste and shroud. (It can't be the target of spells or abilities.)
Equip {0}",,,false,false,,deck,https://cards.scryfall.io/normal/front/b/6/b61634ae-05be-4b56-8ebb-9d4ade902e42.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
c0318a48-30e4-4ef7-be3d-5e561c5ce428,Evolving Wilds,Land,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/c/0/c0318a48-30e4-4ef7-be3d-5e561c5ce428.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
836b8f52-10d2-4716-9f7b-38fb23bc68de,Path of Ancestry,Land,,,"This land enters tapped.
{T}: Add one mana of any color in your commander's color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/8/3/836b8f52-10d2-4716-9f7b-38fb23bc68de.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
5bef0790-aa1b-4144-8391-338e59e86115,Sol Ring,Artifact,{1},,{T}: Add {C}{C}.,,,false,false,,deck,https://cards.scryfall.io/normal/front/5/b/5bef0790-aa1b-4144-8391-338e59e86115.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
1bbc3ce9-f3df-41b4-b238-37319546c595,Arcane Signet,Artifact,{2},,{T}: Add one mana of any color in your commander's color identity.,,,false,false,,deck,https://cards.scryfall.io/normal/front/1/b/1bbc3ce9-f3df-41b4-b238-37319546c595.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
2b6f41b1-8180-4b7f-8366-c874a95e731e,Human Torch,Creature,{3}{R},Red,"At the beginning of combat on your turn, if you've cast a noncreature spell this turn, Human Torch gains flying, double strike, and haste until end of turn.
Whenever Human Torch attacks, you may pay {R}{G}{W}{U}. If you do, until end of turn, whenever he deals combat damage to an opponent, he deals that much damage to each other opponent.",3,2,false,false,,deck,https://cards.scryfall.io/normal/front/2/b/2b6f41b1-8180-4b7f-8366-c874a95e731e.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
4449f970-75ae-418f-aabd-72f1e21d0331,The Thing,Creature,{5}{G},Green,"Trample
At the beginning of combat on your turn, if you've cast a noncreature spell this turn, put four +1/+1 counters on The Thing.
Whenever The Thing attacks, you may pay {R}{G}{W}{U}. When you do, double the number of each kind of counter on any number of target permanents you control.",5,5,false,false,,deck,https://cards.scryfall.io/normal/front/4/4/4449f970-75ae-418f-aabd-72f1e21d0331.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
1abc652f-8e9d-4df7-bc4e-d8b515a40fec,Baxter Building,Land,,,"{T}: Add {C}.
{4}, {T}: Add four mana in any combination of colors.
{4}, {T}: Draw a card. Activate only if you control a creature with toughness 4 or greater.",,,false,false,,deck,https://cards.scryfall.io/normal/front/1/a/1abc652f-8e9d-4df7-bc4e-d8b515a40fec.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
95ca89ea-1200-4bb4-ae4b-af35d3ccd35b,Path to Exile,Instant,{W},White,"Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/9/5/95ca89ea-1200-4bb4-ae4b-af35d3ccd35b.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
99bf792f-963e-4509-8d3c-7db129c6a77f,Three Visits,Sorcery,{1}{G},Green,"Search your library for a Forest card, put it onto the battlefield, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/9/9/99bf792f-963e-4509-8d3c-7db129c6a77f.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
96f866ec-a163-4095-b088-d93fa0b6f6f7,Expressive Iteration,Sorcery,{U}{R},RedBlue,"Look at the top three cards of your library. Put one of them into your hand, put one of them on the bottom of your library, and exile one of them. You may play the exiled card this turn.",,,false,false,,deck,https://cards.scryfall.io/normal/front/9/6/96f866ec-a163-4095-b088-d93fa0b6f6f7.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
3ff49b0b-322b-4b98-8604-d6716f3bec39,Hull Breach,Sorcery,{R}{G},GreenRed,"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Destroy target artifact and target enchantment.",,,false,false,,deck,https://cards.scryfall.io/normal/front/3/f/3ff49b0b-322b-4b98-8604-d6716f3bec39.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
02f76514-9e0d-4d74-a224-15a2d7b44ae1-1,Island,Land,,,({T}: Add {U}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/0/2/02f76514-9e0d-4d74-a224-15a2d7b44ae1.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
02f76514-9e0d-4d74-a224-15a2d7b44ae1-2,Island,Land,,,({T}: Add {U}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/0/2/02f76514-9e0d-4d74-a224-15a2d7b44ae1.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
02f76514-9e0d-4d74-a224-15a2d7b44ae1-3,Island,Land,,,({T}: Add {U}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/0/2/02f76514-9e0d-4d74-a224-15a2d7b44ae1.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
02f76514-9e0d-4d74-a224-15a2d7b44ae1-4,Island,Land,,,({T}: Add {U}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/0/2/02f76514-9e0d-4d74-a224-15a2d7b44ae1.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
5e24bfd5-1bc1-4c4b-9268-8e3b9829784d,Unstable Molecule Suit,Artifact,{3},,"Equipped creature gets +2/+2 and has indestructible.
Equip commander {2}
Equip {4}",,,false,false,,deck,https://cards.scryfall.io/normal/front/5/e/5e24bfd5-1bc1-4c4b-9268-8e3b9829784d.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
41d45a8a-ea1d-4fbc-86d2-5d6340f3b639,Clever Concealment,Instant,{2}{W}{W},White,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Any number of target nonland permanents you control phase out. (Treat them and anything attached to them as though they don't exist until your next turn.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/4/1/41d45a8a-ea1d-4fbc-86d2-5d6340f3b639.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
d9138f86-34dc-46d2-99f4-18eb3b26c253,Collective Effort,Sorcery,{1}{W}{W},White,"Escalate—Tap an untapped creature you control. (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Destroy target creature with power 4 or greater.
• Destroy target enchantment.
• Put a +1/+1 counter on each creature target player controls.",,,false,false,,deck,https://cards.scryfall.io/normal/front/d/9/d9138f86-34dc-46d2-99f4-18eb3b26c253.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
ee68d390-11cb-4617-a9ee-6e8cf7ff0e55,Monologue Tax,Enchantment,{2}{W},White,"Whenever an opponent casts their second spell each turn, you create a Treasure token.",,,false,false,,deck,https://cards.scryfall.io/normal/front/e/e/ee68d390-11cb-4617-a9ee-6e8cf7ff0e55.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
dcca54de-3b2e-4801-bb66-3809382d6f01,Promise of Loyalty,Sorcery,{4}{W},White,Each player puts a vow counter on a creature they control and sacrifices the rest. Each of those creatures can't attack you or planeswalkers you control for as long as it has a vow counter on it.,,,false,false,,deck,https://cards.scryfall.io/normal/front/d/c/dcca54de-3b2e-4801-bb66-3809382d6f01.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
956d4728-e7a3-43f4-a350-86eca1b95d06,Tragic Arrogance,Sorcery,{3}{W}{W},White,"For each player, you choose from among the permanents that player controls an artifact, a creature, an enchantment, and a planeswalker. Then each player sacrifices all other nonland permanents they control.",,,false,false,,deck,https://cards.scryfall.io/normal/front/9/5/956d4728-e7a3-43f4-a350-86eca1b95d06.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
561caecd-e065-48f6-8fde-85b938794ed3,Quantum Misalignment,Sorcery,{4}{U},Blue,"Create a token that's a copy of target creature you control, except it isn't legendary.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/5/6/561caecd-e065-48f6-8fde-85b938794ed3.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
a3b0c460-1a5f-4e22-a594-34905117169c,Recurring Insight,Sorcery,{4}{U}{U},Blue,"Draw cards equal to the number of cards in target opponent's hand.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/a/3/a3b0c460-1a5f-4e22-a594-34905117169c.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
9c1763b6-c83b-4a76-af58-64c0a6418326,Into the Time Vortex,Sorcery,{4}{R},Red,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/9/c/9c1763b6-c83b-4a76-af58-64c0a6418326.jpg,https://storage.googleapis.com/archidekt-card-images/msc/64307a48-6e47-49b3-bfe0-c9d8d7226650_art_crop.jpg,#101828,
