id,name,card_type,mana,colors,oracle_text,power,toughness,is_commander,is_partner,token_pools,starting_pile,image,background_image,background_color,back_image
f1eb50a6-07e2-41de-b948-8075bba197ee,Game Over,Sorcery,{3}{B}{B},Black,"This spell costs {2} less to cast if a player's life total is less than or equal to half their starting life total.
Destroy all creatures.",,,false,false,,deck,https://cards.scryfall.io/normal/front/f/1/f1eb50a6-07e2-41de-b948-8075bba197ee.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
416d888d-2699-49bd-830b-bf5bda25c91f,"Casey Jones, Back Alley Brute",Creature,{3}{R},Red,"Menace
Whenever Casey Jones attacks, put a +1/+1 counter on target attacking creature.
Whenever you put one or more +1/+1 counters on a creature you control, Casey Jones deals that much damage to target opponent.",4,2,false,false,,deck,https://cards.scryfall.io/normal/front/4/1/416d888d-2699-49bd-830b-bf5bda25c91f.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
fe07512e-46c1-4f45-a06f-5875acaf8928,Fast Forward,Sorcery,{4}{R},Red,"This spell costs {1} less to cast for each opponent you attacked this turn.
Goad all creatures your opponents control. (Until your next turn, those creatures attack each combat if able and attack a player other than you if able.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/f/e/fe07512e-46c1-4f45-a06f-5875acaf8928.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
600e2c3f-dfbd-4d5c-813a-47ae2d75ac12,Special Move,Instant,{2}{R},Red,"Choose two —
• Jump Kick — Destroy target artifact.
• Dash Attack — Put two +1/+1 counters on target attacking or blocking creature you control.
• Foot Toss — Target creature you control deals damage equal to its power to any other target. Then sacrifice it.",,,false,false,,deck,https://cards.scryfall.io/normal/front/6/0/600e2c3f-dfbd-4d5c-813a-47ae2d75ac12.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
b9077ef5-d19a-4106-950b-bb49b3b37510,High Score,Enchantment,{2}{G},Green,"If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.
At the beginning of your end step, draw a card if you control a creature with the greatest power among creatures on the battlefield.",,,false,false,,deck,https://cards.scryfall.io/normal/front/b/9/b9077ef5-d19a-4106-950b-bb49b3b37510.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
9fbaabb5-e981-4cbf-888c-46449412711f,"Lita, Little Orphan Amphibian",Creature,{1}{W},White,"Alliance — Whenever another creature you control enters, choose one that hasn't been chosen this turn.
• Put a +1/+1 counter on Lita.
• Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
• Scry 1.",2,1,false,false,,deck,https://cards.scryfall.io/normal/front/9/f/9fbaabb5-e981-4cbf-888c-46449412711f.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
c2164204-120c-4dff-86ac-46ca9012ccd9,"Mona Lisa, Science Geek",Creature,{2}{G},Green,"Reach
{T}: Add X mana of any one color, where X is Mona Lisa's power.",1,3,false,false,,deck,https://cards.scryfall.io/normal/front/c/2/c2164204-120c-4dff-86ac-46ca9012ccd9.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
0f886117-aff3-4db7-9cf5-7cbe94c8cd02,Lessons from Life,Sorcery,{2}{G}{U},GreenBlue,Draw three cards. You may put a land card from your hand onto the battlefield tapped.,,,false,false,,deck,https://cards.scryfall.io/normal/front/0/f/0f886117-aff3-4db7-9cf5-7cbe94c8cd02.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
5df90940-15ea-418c-8547-6c75d69ec6d3,Escape Tunnel,Land,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
{T}, Sacrifice this land: Target creature with power 2 or less can't be blocked this turn.",,,false,false,,deck,https://cards.scryfall.io/normal/front/5/d/5df90940-15ea-418c-8547-6c75d69ec6d3.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
c50c4580-979b-4863-86b9-16e258198972,Turtle Lair,Land,,,"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a Ninja or Turtle spell.
{3}, {T}: Target Ninja or Turtle can't be blocked this turn.",,,false,false,,deck,https://cards.scryfall.io/normal/front/c/5/c50c4580-979b-4863-86b9-16e258198972.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
4824ad7c-e533-4357-b486-9e908721db65,Cultivate,Sorcery,{2}{G},Green,"Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/4/8/4824ad7c-e533-4357-b486-9e908721db65.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
049ca0ff-0ca4-44f7-b144-731cf453afa9,Arcane Signet,Artifact,{2},,{T}: Add one mana of any color in your commander's color identity.,,,false,false,,deck,https://cards.scryfall.io/normal/front/0/4/049ca0ff-0ca4-44f7-b144-731cf453afa9.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
14dbce79-1fcc-4cc9-bf38-7729e44a411e,Sol Ring,Artifact,{1},,{T}: Add {C}{C}.,,,false,false,,deck,https://cards.scryfall.io/normal/front/1/4/14dbce79-1fcc-4cc9-bf38-7729e44a411e.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
e8510205-4baa-4f1c-bf64-5d931e2ddf48,Ash Barrens,Land,,,"{T}: Add {C}.
Basic landcycling {1} ({1}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/e/8/e8510205-4baa-4f1c-bf64-5d931e2ddf48.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
4d51a621-be31-4b74-8e0b-3958180a8bc5,Command Tower,Land,,,{T}: Add one mana of any color in your commander's color identity.,,,false,false,,deck,https://cards.scryfall.io/normal/front/4/d/4d51a621-be31-4b74-8e0b-3958180a8bc5.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
a30f5555-2fbe-4c88-9e4f-1f2e81ea6cfd,Evolving Wilds,Land,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/a/3/a30f5555-2fbe-4c88-9e4f-1f2e81ea6cfd.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
d4c1c9ba-d930-435c-8978-f10a2adb3d4c,Path of Ancestry,Land,,,"This land enters tapped.
{T}: Add one mana of any color in your commander's color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/d/4/d4c1c9ba-d930-435c-8978-f10a2adb3d4c.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
26cb32c5-83b8-4288-ae2d-788cdc4e6445,Thriving Grove,Land,,,"This land enters tapped. As it enters, choose a color other than green.
{T}: Add {G} or one mana of the chosen color.",,,false,false,,deck,https://cards.scryfall.io/normal/front/2/6/26cb32c5-83b8-4288-ae2d-788cdc4e6445.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
b5e7cdb4-7b4d-4c6c-b016-d6cd3f9a04f2,Vibrant Cityscape,Land,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/b/5/b5e7cdb4-7b4d-4c6c-b016-d6cd3f9a04f2.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
2dfe1926-c0d5-40a2-b1aa-988524aefc31-1,Plains,Land,,,({T}: Add {W}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/2/d/2dfe1926-c0d5-40a2-b1aa-988524aefc31.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
2dfe1926-c0d5-40a2-b1aa-988524aefc31-2,Plains,Land,,,({T}: Add {W}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/2/d/2dfe1926-c0d5-40a2-b1aa-988524aefc31.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
e43ac31a-942e-4871-be29-426e19e52701-1,Swamp,Land,,,({T}: Add {B}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/e/4/e43ac31a-942e-4871-be29-426e19e52701.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
e43ac31a-942e-4871-be29-426e19e52701-2,Swamp,Land,,,({T}: Add {B}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/e/4/e43ac31a-942e-4871-be29-426e19e52701.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
3b84ec1e-ccce-4b8b-9302-b26f84cfa469-1,Forest,Land,,,({T}: Add {G}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/3/b/3b84ec1e-ccce-4b8b-9302-b26f84cfa469.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
3b84ec1e-ccce-4b8b-9302-b26f84cfa469-2,Forest,Land,,,({T}: Add {G}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/3/b/3b84ec1e-ccce-4b8b-9302-b26f84cfa469.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
3b84ec1e-ccce-4b8b-9302-b26f84cfa469-3,Forest,Land,,,({T}: Add {G}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/3/b/3b84ec1e-ccce-4b8b-9302-b26f84cfa469.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
3b84ec1e-ccce-4b8b-9302-b26f84cfa469-4,Forest,Land,,,({T}: Add {G}.),,,false,false,,deck,https://cards.scryfall.io/normal/front/3/b/3b84ec1e-ccce-4b8b-9302-b26f84cfa469.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
af2a1494-9c0d-4590-999b-2c52725dc5d0,"Bebop, Skull & Crossbones",Creature,{1}{B},Black,"Partner with Rocksteady, Mutant Marauder (When this creature enters, target player may put Rocksteady into their hand from their library, then shuffle.)
Deathtouch
Whenever Bebop deals combat damage to a player, you may draw X cards, where X is the number of counters on Bebop. If you do, you lose X life.",2,1,false,true,,deck,https://cards.scryfall.io/normal/front/a/f/af2a1494-9c0d-4590-999b-2c52725dc5d0.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
d4398907-17d2-4fad-bfa9-56925fb75834,Level Up,Enchantment,{1}{G},Green,"Enchant creature
When this Aura enters, put a +1/+1 counter on enchanted creature.
Enchanted creature has ""Whenever this creature attacks, double the number of +1/+1 counters on it. Then if it has power 10 or greater, draw a card.""",,,false,false,,deck,https://cards.scryfall.io/normal/front/d/4/d4398907-17d2-4fad-bfa9-56925fb75834.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
74c24ff9-d3d2-4ffb-bf8b-dba803481a99,Ninja Pizza,Enchantment,{2}{G},Green,"Foods you control have ""{T}, Sacrifice this artifact: Add one mana of any color.""
At the beginning of your second main phase, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",,,false,false,,deck,https://cards.scryfall.io/normal/front/7/4/74c24ff9-d3d2-4ffb-bf8b-dba803481a99.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
ae25d91f-5489-4cd8-8634-42bcd32d4cf1,"Rocksteady, Mutant Marauder",Creature,{2}{G},Green,"Partner with Bebop, Skull & Crossbones (When this creature enters, target player may put Bebop into their hand from their library, then shuffle.)
Trample
Whenever another nontoken creature you control enters, put a +1/+1 counter on target creature.",3,3,false,true,,deck,https://cards.scryfall.io/normal/front/a/e/ae25d91f-5489-4cd8-8634-42bcd32d4cf1.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
c0b94a92-48d5-4d08-a8fa-6f3a992db941,Double Jump // Flying Kick,Instant,{1}{U} // {1}{R},RedBlue,,,,false,false,,deck,https://cards.scryfall.io/normal/front/c/0/c0b94a92-48d5-4d08-a8fa-6f3a992db941.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
b2fd1df8-cc67-4209-af9d-5cf18c68cca9,Arcade Cabinet,Artifact,{3},,"When this artifact enters, put a +1/+1 counter on each of up to four target creatures.
{2}, {T}, Sacrifice a token: Double the number of each kind of counter on target creature.",,,false,false,,deck,https://cards.scryfall.io/normal/front/b/2/b2fd1df8-cc67-4209-af9d-5cf18c68cca9.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
ca053574-2ac9-4814-955d-87a97e0aca7e,Coin of Mastery,Artifact,{4},,"Each creature you control enters with an additional +1/+1 counter on it for each mana from an artifact source spent to cast it.
{T}: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,,false,false,,deck,https://cards.scryfall.io/normal/front/c/a/ca053574-2ac9-4814-955d-87a97e0aca7e.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
dee26c1c-f890-46ca-81bb-2bd63fa691c9,Exploding Barrel,Artifact,{3},,"{T}: Add one mana of any color. Put a pressure counter on this artifact.
{8}, {T}, Sacrifice this artifact: It deals 20 damage to target creature. This ability costs {1} less to activate for each pressure counter on this artifact. Activate only as a sorcery.",,,false,false,,deck,https://cards.scryfall.io/normal/front/d/e/dee26c1c-f890-46ca-81bb-2bd63fa691c9.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
3fc23e7a-5059-4c8d-85bd-224f4c1bfc1c,Roadkill Rodney,Creature,{2},,"Squad {3} (As an additional cost to cast this spell, you may pay {3} any number of times. When this creature enters, create that many tokens that are copies of it.)
Deathtouch
Whenever this creature deals combat damage to a player, create a Mutagen token.",2,1,false,false,,deck,https://cards.scryfall.io/normal/front/3/f/3fc23e7a-5059-4c8d-85bd-224f4c1bfc1c.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
b9cc16f9-fea3-4527-9b81-3c84ce9c5e01,"Big Apple, 3 a.m.",Land,,,"This land enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.
{5}, {T}: Create a 1/1 black Rat creature token for each opponent you have.",,,false,false,,deck,https://cards.scryfall.io/normal/front/b/9/b9cc16f9-fea3-4527-9b81-3c84ce9c5e01.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
f356522c-018d-43c7-988a-9ef9829ae75c,Hidden Hideout,Land,,,"This land enters tapped.
{T}: Add one mana of any color in your commander's color identity.
{2}, {T}: Target creature you control with a counter on it gains lifelink until end of turn.",,,false,false,,deck,https://cards.scryfall.io/normal/front/f/3/f356522c-018d-43c7-988a-9ef9829ae75c.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
1b19f82a-9724-41b1-934d-a8ec1493587b,Together Forever,Enchantment,{W}{W},White,"When this enchantment enters, support 2. (Put a +1/+1 counter on each of up to two target creatures.)
{1}: Choose target creature with a counter on it. When that creature dies this turn, return that card to its owner's hand.",,,false,false,,deck,https://cards.scryfall.io/normal/front/1/b/1b19f82a-9724-41b1-934d-a8ec1493587b.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
8fb141d9-addd-47ad-bfc1-b5b376d4c950,Wave Goodbye,Sorcery,{2}{U}{U},Blue,Return each creature without a +1/+1 counter on it to its owner's hand.,,,false,false,,deck,https://cards.scryfall.io/normal/front/8/f/8fb141d9-addd-47ad-bfc1-b5b376d4c950.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
dc6c4337-7d3e-4700-9473-26185c109166,Blasphemous Act,Sorcery,{8}{R},Red,"This spell costs {1} less to cast for each creature on the battlefield.
Blasphemous Act deals 13 damage to each creature.",,,false,false,,deck,https://cards.scryfall.io/normal/front/d/c/dc6c4337-7d3e-4700-9473-26185c109166.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
6952b1c3-2a18-4ad5-8130-861fce1cb422,Vigor,Creature,{3}{G}{G}{G},Green,"Trample
If damage would be dealt to another creature you control, prevent that damage. Put a +1/+1 counter on that creature for each 1 damage prevented this way.
When Vigor is put into a graveyard from anywhere, shuffle it into its owner's library.",6,6,false,false,,deck,https://cards.scryfall.io/normal/front/6/9/6952b1c3-2a18-4ad5-8130-861fce1cb422.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
932efc19-9bfd-4501-a623-ff6765a356d8,Assassin's Trophy,Instant,{B}{G},GreenBlack,"Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle.",,,false,false,,deck,https://cards.scryfall.io/normal/front/9/3/932efc19-9bfd-4501-a623-ff6765a356d8.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
45f13a94-c693-4a3b-a0bb-f18ae9fb1ca0,Cinder Glade,Land,,,"({T}: Add {R} or {G}.)
This land enters tapped unless you control two or more basic lands.",,,false,false,,deck,https://cards.scryfall.io/normal/front/4/5/45f13a94-c693-4a3b-a0bb-f18ae9fb1ca0.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
c21565d0-fc40-4d89-9b27-87c03385e0af,City of Brass,Land,,,"Whenever this land becomes tapped, it deals 1 damage to you.
{T}: Add one mana of any color.",,,false,false,,deck,https://cards.scryfall.io/normal/front/c/2/c21565d0-fc40-4d89-9b27-87c03385e0af.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
897976cb-a242-493e-b215-843bcdb6b44d,Dragonskull Summit,Land,,,"This land enters tapped unless you control a Swamp or a Mountain.
{T}: Add {B} or {R}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/8/9/897976cb-a242-493e-b215-843bcdb6b44d.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
ac9d97ef-a64b-43ef-8e4d-f3ebe46d9932,Exotic Orchard,Land,,,{T}: Add one mana of any color that a land an opponent controls could produce.,,,false,false,,deck,https://cards.scryfall.io/normal/front/a/c/ac9d97ef-a64b-43ef-8e4d-f3ebe46d9932.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
7c787c6b-b6c7-47a0-8f8d-761629f5568e,Fabled Passage,Land,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Then if you control four or more lands, untap that land.",,,false,false,,deck,https://cards.scryfall.io/normal/front/7/c/7c787c6b-b6c7-47a0-8f8d-761629f5568e.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
b07eb189-559a-4cd5-95ac-f6612fd11cf1,Grand Coliseum,Land,,,"This land enters tapped.
{T}: Add {C}.
{T}: Add one mana of any color. This land deals 1 damage to you.",,,false,false,,deck,https://cards.scryfall.io/normal/front/b/0/b07eb189-559a-4cd5-95ac-f6612fd11cf1.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
7598a728-796b-4b82-b269-217ecca44c2c,Hinterland Harbor,Land,,,"This land enters tapped unless you control a Forest or an Island.
{T}: Add {G} or {U}.",,,false,false,,deck,https://cards.scryfall.io/normal/front/7/5/7598a728-796b-4b82-b269-217ecca44c2c.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
70e5e700-b215-4a55-ae96-04e9f886cad1,Rain-Slicked Copse,Land,,,"({T}: Add {G} or {U}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,false,false,,deck,https://cards.scryfall.io/normal/front/7/0/70e5e700-b215-4a55-ae96-04e9f886cad1.jpg,https://storage.googleapis.com/archidekt-card-images/tmc/72e637db-7112-406f-809b-0eda248488b5_art_crop.jpg,#07130e,
